customer_id,age,gender,city,account_age_days,account_type,preferred_device,preferred_payment_method
C11418,26,Female,Kanpur,627,Standard,iOS,UPI
C11419,24,Female,Indore,395,Standard,Android,Card
C11420,35,Female,Ahmedabad,1749,Basic,iOS,UPI
C11421,18,Female,Chennai,1414,Premium,Web,UPI
C11422,26,Female,Hyderabad,1487,Standard,iOS,Card
C11423,21,Male,Hyderabad,1387,Standard,Android,UPI
C11424,42,Male,Bengaluru,1185,Basic,iOS,UPI
C11425,27,Female,Hyderabad,1803,Basic,iOS,UPI
C11426,26,Female,Mumbai,371,Standard,Android,UPI
C11427,31,Male,Mumbai,1535,Basic,Android,Wallet
C11428,26,Female,Jaipur,1840,Premium,Android,Wallet
C11429,27,Male,Hyderabad,480,Standard,Android,UPI
C11430,32,Male,Noida,1569,Standard,Android,Net Banking
C11431,27,Male,Pune,182,Basic,Android,UPI
C11432,27,Female,Mumbai,384,Premium,Android,UPI
C11433,22,Male,Delhi,878,Premium,Android,UPI
C11434,21,Male,Delhi,2199,Basic,iOS,Net Banking
C11435,32,Male,Indore,835,Standard,iOS,Card
C11436,34,Male,Delhi,960,Premium,iOS,Wallet
C11437,18,Male,Chennai,1695,Basic,iOS,Card
C11438,38,Female,Gurugram,1762,Basic,Android,UPI
C11439,38,Male,Indore,1487,Premium,iOS,Net Banking
C11440,40,Male,Delhi,95,Standard,iOS,UPI
C11441,34,Male,Mumbai,1922,Premium,iOS,Net Banking
C11442,37,Male,Delhi,596,Basic,iOS,UPI
C11443,51,Male,Mumbai,1124,Standard,Android,UPI
C11444,28,Female,Delhi,1617,Standard,iOS,Net Banking
C11445,22,Female,Pune,656,Standard,iOS,UPI
C11446,18,Male,Noida,1517,Premium,Android,Net Banking
C11447,47,Female,Chennai,1124,Standard,Android,UPI
C11448,47,Female,Pune,369,Premium,Android,Card
C11449,23,Male,Delhi,497,Basic,Android,Card
C11450,24,Male,Jaipur,1685,Premium,Web,UPI
C11451,28,Male,Pune,161,Standard,iOS,Net Banking
C11452,42,Female,Kanpur,858,Basic,Android,UPI
C11453,19,Female,Gurugram,1114,Basic,Android,Net Banking
C11454,18,Male,Bengaluru,863,Basic,iOS,Wallet
C11455,51,Male,Mumbai,927,Basic,iOS,Card
C11456,34,Female,Delhi,2138,Premium,Android,Wallet
C11457,35,Male,Hyderabad,99,Premium,Android,Card
C11458,29,Male,Gurugram,2159,Basic,Web,Wallet
C11459,35,Male,Hyderabad,1595,Basic,Android,Card
C11460,18,Male,Jaipur,2021,Basic,Android,Card
C11461,23,Female,Chennai,1428,Standard,Android,Wallet
C11462,32,Male,Delhi,2078,Standard,iOS,UPI
C11463,18,Male,Bengaluru,190,Standard,iOS,UPI
C11464,28,Female,Kolkata,1588,Standard,Android,Net Banking
C11465,28,Female,Kolkata,1570,Premium,Android,Card
C11466,28,Female,Hyderabad,2051,Basic,Web,UPI
C11467,26,Male,Delhi,209,Basic,Android,UPI
C11468,22,Male,Ahmedabad,1132,Standard,Android,Card
C11469,18,Female,Delhi,1153,Premium,Android,UPI
C11470,32,Female,Gurugram,234,Standard,Android,UPI
C11471,28,Male,Delhi,1380,Premium,Web,UPI
C11472,19,Female,Mumbai,1073,Premium,Android,UPI
C11473,32,Female,Chennai,1112,Basic,Android,Net Banking
C11474,28,Male,Chennai,1510,Standard,Android,UPI
C11475,27,Male,Chennai,1651,Premium,Android,Net Banking
C11476,18,Male,Hyderabad,1467,Basic,Android,UPI
C11477,37,Female,Chandigarh,866,Standard,Web,Wallet
C11478,20,Male,Chennai,2120,Basic,Android,Card
C11479,32,Male,Chennai,492,Standard,Android,UPI
C11480,24,Male,Hyderabad,767,Basic,Android,UPI
C11481,28,Female,Mumbai,1085,Basic,Web,Net Banking
C11482,41,Male,Pune,708,Standard,Web,Card
C11483,36,Male,Delhi,772,Standard,Web,UPI
C11484,41,Female,Kolkata,2041,Basic,Android,Wallet
C11485,34,Female,Mumbai,358,Basic,iOS,UPI
C11486,35,Female,Chandigarh,1140,Premium,iOS,UPI
C11487,18,Male,Hyderabad,1052,Premium,Android,UPI
C11488,28,Female,Kanpur,218,Standard,iOS,Net Banking
C11489,29,Male,Chennai,467,Basic,iOS,UPI
C11490,42,Female,Mumbai,621,Standard,iOS,Net Banking
C11491,26,Male,Lucknow,1050,Standard,Android,UPI
C11492,33,Male,Kolkata,933,Basic,Android,UPI
C11493,33,Male,Jaipur,1315,Basic,Android,UPI
C11494,41,Male,Hyderabad,847,Basic,Android,Net Banking
C11495,30,Male,Kolkata,1727,Basic,Android,UPI
C11496,38,Male,Lucknow,825,Standard,iOS,Wallet
C11497,18,Male,Pune,1881,Basic,Android,UPI
C11498,18,Male,Bengaluru,2199,Standard,Android,Wallet
C11499,18,Male,Kolkata,1479,Standard,Android,UPI
C11500,38,Male,Kolkata,251,Standard,Android,UPI
C11501,37,Female,Indore,1968,Standard,Android,UPI
C11502,39,Male,Bengaluru,1802,Standard,iOS,UPI
C11503,25,Male,Hyderabad,1240,Basic,iOS,Net Banking
C11504,26,Male,Lucknow,767,Basic,Android,UPI
C11505,30,Male,Chennai,1571,Standard,iOS,Net Banking
C11506,44,Male,Ahmedabad,1365,Standard,Android,Card
C11507,46,Male,Hyderabad,1701,Basic,Android,Card
C11508,38,Female,Delhi,1430,Standard,iOS,UPI
C11509,34,Male,Ahmedabad,1819,Basic,Web,Wallet
C11510,43,Female,Mumbai,2129,Basic,Android,Net Banking
C11511,29,Female,Delhi,1661,Standard,iOS,Net Banking
C11512,27,Male,Pune,719,Standard,Android,UPI
C11513,30,Female,Ahmedabad,1988,Standard,iOS,UPI
C11514,22,Female,Kanpur,1824,Basic,iOS,Net Banking
C11515,29,Female,Bengaluru,1056,Standard,Android,Card
C11516,21,Other,Mumbai,159,Basic,iOS,UPI
C11517,40,Male,Indore,2099,Standard,iOS,UPI
C11518,36,Other,Delhi,1202,Standard,Web,UPI
C11519,44,Female,Delhi,898,Standard,Android,Card
C11520,18,Female,Bengaluru,1347,Standard,Web,UPI
C11521,48,Female,Chennai,182,Basic,iOS,UPI
C11522,18,Female,Kanpur,1821,Basic,Android,UPI
C11523,20,Female,Ahmedabad,425,Basic,Android,UPI
C11524,25,Female,Ahmedabad,589,Premium,Web,UPI
C11525,43,Female,Delhi,1241,Premium,iOS,UPI
C11526,33,Male,Bengaluru,1471,Standard,Android,Card
C11527,29,Female,Chennai,61,Standard,Android,Wallet
C11528,24,Male,Delhi,1290,Basic,Android,UPI
C11529,19,Female,Bengaluru,371,Standard,Android,Net Banking
C11530,41,Male,Bengaluru,2100,Basic,Android,Card
C11531,38,Male,Mumbai,841,Basic,iOS,Wallet
C11532,43,Male,Chennai,1094,Standard,Android,UPI
C11533,35,Male,Ahmedabad,1384,Basic,Android,Card
C11534,18,Female,Mumbai,370,Standard,Android,UPI
C11535,20,Female,Chennai,389,Standard,Android,Wallet
C11536,35,Male,Jaipur,2111,Standard,iOS,UPI
C11537,28,Male,Ahmedabad,1277,Standard,Android,UPI
C11538,26,Male,Lucknow,522,Basic,Web,Net Banking
C11539,21,Male,Hyderabad,1469,Standard,iOS,UPI
C11540,40,Male,Lucknow,1967,Standard,iOS,Net Banking
C11541,35,Other,Delhi,1687,Standard,Android,UPI
C11542,36,Female,Bengaluru,898,Premium,iOS,UPI
C11543,25,Female,Delhi,1463,Premium,iOS,UPI
C11544,33,Male,Hyderabad,1973,Standard,Web,Card
C11545,19,Male,Hyderabad,572,Premium,iOS,Card
C11546,30,Female,Delhi,1744,Basic,Web,Net Banking
C11547,18,Female,Ahmedabad,2194,Premium,Web,Card
C11548,18,Male,Bengaluru,779,Premium,Web,Card
C11549,28,Male,Bengaluru,1957,Basic,iOS,Card
C11550,52,Male,Mumbai,78,Standard,Android,UPI
C11551,18,Female,Hyderabad,840,Standard,iOS,Card
C11552,20,Female,Bengaluru,629,Standard,Web,Wallet
C11553,33,Male,Bengaluru,93,Basic,Web,Wallet
C11554,47,Female,Delhi,1337,Standard,Web,UPI
C11555,33,Male,Jaipur,1177,Standard,Android,UPI
C11556,37,Male,Noida,852,Basic,iOS,Card
C11557,28,Female,Chennai,1907,Premium,Android,Card
C11558,26,Male,Kolkata,568,Standard,iOS,UPI
C11559,32,Female,Kanpur,1813,Basic,Android,Wallet
C11560,25,Male,Chandigarh,1409,Premium,Android,UPI
C11561,38,Male,Pune,1977,Basic,Android,UPI
C11562,18,Male,Kanpur,45,Basic,Android,Card
C11563,39,Male,Noida,2133,Basic,Android,Card
C11564,31,Female,Jaipur,34,Premium,iOS,Net Banking
C11565,29,Male,Hyderabad,1577,Premium,Android,UPI
C11566,18,Female,Mumbai,1662,Standard,iOS,UPI
C11567,22,Other,Mumbai,382,Basic,Android,Wallet
C11568,42,Female,Chennai,106,Standard,Android,UPI
C11569,29,Male,Chennai,109,Standard,Android,UPI
C11570,34,Female,Hyderabad,310,Standard,Android,Card
C11571,23,Female,Pune,358,Basic,iOS,Wallet
C11572,31,Female,Chennai,2128,Basic,iOS,Wallet
C11573,19,Female,Lucknow,466,Premium,iOS,Wallet
C11574,32,Female,Mumbai,1777,Standard,iOS,UPI
C11575,34,Female,Delhi,163,Basic,iOS,Net Banking
C11576,34,Male,Jaipur,1449,Premium,iOS,UPI
C11577,23,Female,Lucknow,1013,Basic,Android,UPI
C11578,28,Female,Chandigarh,1202,Standard,Android,UPI
C11579,36,Male,Kanpur,1731,Basic,Web,UPI
C11580,29,Male,Kanpur,485,Premium,Android,UPI
C11581,28,Female,Bengaluru,39,Basic,Web,Net Banking
C11582,48,Female,Hyderabad,509,Premium,Web,Wallet
C11583,22,Male,Bengaluru,1773,Standard,Android,UPI
C11584,41,Male,Pune,1313,Basic,Web,UPI
C11585,21,Male,Gurugram,2037,Basic,Android,UPI
C11586,37,Male,Bengaluru,1840,Standard,iOS,Card
C11587,37,Male,Pune,359,Basic,iOS,Net Banking
C11588,26,Male,Bengaluru,155,Basic,Web,Card
C11589,20,Other,Delhi,76,Standard,Android,UPI
C11590,18,Male,Delhi,440,Basic,Android,Wallet
C11591,25,Male,Mumbai,1070,Standard,Android,UPI
C11592,36,Male,Gurugram,65,Standard,Android,Card
C11593,21,Male,Hyderabad,1914,Basic,Android,UPI
C11594,32,Female,Lucknow,1068,Basic,Android,Card
C11595,18,Female,Kolkata,1628,Basic,iOS,UPI
C11596,29,Female,Delhi,1923,Premium,Android,UPI
C11597,21,Female,Delhi,105,Basic,Android,Card
C11598,30,Male,Lucknow,971,Standard,Android,UPI
C11599,26,Male,Bengaluru,1490,Standard,Web,Card
C11600,20,Female,Noida,2192,Standard,iOS,Card
C11601,25,Female,Delhi,1804,Basic,Android,UPI
C11602,23,Female,Kolkata,500,Basic,Android,UPI
C11603,19,Male,Lucknow,618,Standard,Android,Net Banking
C11604,41,Male,Delhi,1764,Standard,Android,UPI
C11605,28,Female,Bengaluru,1447,Standard,iOS,UPI
C11606,18,Female,Indore,571,Basic,Android,UPI
C11607,25,Male,Bengaluru,1101,Standard,Android,UPI
C11608,39,Male,Hyderabad,2045,Basic,Android,UPI
C11609,24,Male,Hyderabad,476,Standard,Web,Card
C11610,44,Female,Delhi,745,Standard,Android,Card
C11611,23,Female,Jaipur,1986,Basic,iOS,UPI
C11612,36,Male,Jaipur,1490,Premium,Web,UPI
C11613,40,Female,Hyderabad,513,Standard,Web,Wallet
C11614,35,Male,Lucknow,652,Basic,Android,Net Banking
C11615,19,Male,Delhi,1853,Basic,Android,UPI
C11616,23,Female,Mumbai,638,Standard,iOS,Card
C11617,42,Male,Pune,1552,Standard,Web,Wallet
C11618,24,Male,Chandigarh,1105,Basic,iOS,Wallet
C11619,40,Male,Mumbai,509,Basic,Web,UPI
C11620,27,Female,Delhi,829,Standard,iOS,Card
C11621,32,Male,Chennai,1573,Basic,Android,Card
C11622,19,Female,Jaipur,1770,Basic,Android,Card
C11623,26,Male,Mumbai,86,Standard,Web,Wallet
C11624,23,Male,Hyderabad,1995,Standard,Android,UPI
C11625,33,Female,Ahmedabad,542,Basic,iOS,UPI
C11626,32,Male,Bengaluru,1437,Basic,Android,Card
C11627,35,Male,Delhi,649,Basic,Android,Wallet
C11628,27,Male,Delhi,610,Basic,iOS,Net Banking
C11629,23,Female,Hyderabad,1959,Premium,Android,UPI
C11630,33,Male,Chennai,1551,Basic,Web,Net Banking
C11631,22,Male,Kanpur,2016,Basic,Android,UPI
C11632,41,Female,Kolkata,75,Premium,iOS,Wallet
C11633,30,Female,Kolkata,618,Premium,Android,Card
C11634,28,Male,Chandigarh,135,Standard,Android,UPI
C11635,35,Male,Hyderabad,1060,Basic,Android,UPI
C11636,30,Male,Hyderabad,1031,Standard,Android,UPI
C11637,18,Male,Noida,2160,Standard,iOS,UPI
C11638,21,Female,Delhi,531,Standard,Android,UPI
C11639,41,Male,Ahmedabad,1475,Basic,Android,Net Banking
C11640,32,Male,Ahmedabad,2187,Basic,Web,UPI
C11641,18,Female,Mumbai,181,Basic,iOS,Wallet
C11642,34,Male,Hyderabad,996,Standard,Web,UPI
C11643,26,Male,Delhi,879,Basic,iOS,Card
C11644,23,Female,Delhi,87,Standard,Android,Card
C11645,21,Male,Hyderabad,944,Standard,Android,UPI
C11646,40,Male,Bengaluru,580,Premium,Web,UPI
C11647,18,Male,Jaipur,694,Premium,Android,Card
C11648,23,Female,Noida,491,Standard,Android,UPI
C11649,32,Female,Jaipur,1158,Basic,Android,UPI
C11650,45,Male,Bengaluru,894,Premium,Android,Card
C11651,36,Male,Bengaluru,1627,Basic,Web,UPI
C11652,23,Female,Delhi,796,Basic,Android,UPI
C11653,45,Male,Mumbai,1530,Standard,Android,UPI
C11654,19,Female,Gurugram,1174,Standard,iOS,Card
C11655,33,Male,Hyderabad,792,Basic,Web,Wallet
C11656,35,Male,Delhi,1817,Basic,Web,UPI
C11657,23,Female,Lucknow,1628,Basic,iOS,UPI
C11658,37,Male,Hyderabad,1171,Standard,Android,UPI
C11659,26,Male,Mumbai,1188,Standard,Android,Wallet
C11660,37,Female,Delhi,1687,Standard,Android,Net Banking
C11661,18,Male,Kolkata,1699,Standard,Android,UPI
C11662,34,Female,Jaipur,1575,Standard,Web,UPI
C11663,27,Female,Delhi,277,Basic,Web,Card
C11664,41,Male,Noida,529,Standard,Android,Card
C11665,31,Male,Lucknow,908,Standard,Android,Card
C11666,42,Female,Lucknow,1278,Standard,Web,UPI
C11667,36,Male,Delhi,886,Standard,Android,UPI
C11668,30,Female,Mumbai,1828,Basic,Android,UPI
C11669,38,Female,Kanpur,793,Premium,Android,Card
C11670,38,Male,Bengaluru,1210,Standard,Android,UPI
C11671,35,Male,Pune,1544,Premium,Android,UPI
C11672,18,Male,Ahmedabad,849,Standard,iOS,Net Banking
C11673,22,Female,Mumbai,1238,Standard,Android,Net Banking
C11674,43,Female,Jaipur,1607,Basic,Android,Net Banking
C11675,20,Female,Gurugram,867,Standard,Android,Card
C11676,39,Male,Ahmedabad,2136,Standard,Android,Card
C11677,37,Male,Hyderabad,1193,Premium,Android,UPI
C11678,24,Female,Kanpur,1736,Premium,Android,UPI
C11679,18,Male,Chennai,1558,Standard,Android,Card
C11680,26,Male,Ahmedabad,1797,Premium,Android,UPI
C11681,50,Female,Lucknow,1495,Premium,Web,UPI
C11682,23,Female,Ahmedabad,1199,Premium,Android,Card
C11683,24,Male,Bengaluru,1680,Basic,iOS,UPI
C11684,22,Female,Mumbai,1042,Basic,Web,Card
C11685,42,Female,Delhi,1877,Premium,Android,UPI
C11686,29,Female,Chennai,1118,Standard,Android,Net Banking
C11687,25,Male,Chennai,1634,Standard,Android,Wallet
C11688,44,Male,Pune,478,Basic,Web,Card
C11689,36,Male,Hyderabad,420,Basic,Android,UPI
C11690,23,Female,Jaipur,1255,Basic,Android,UPI
C11691,20,Male,Noida,1867,Basic,Android,Net Banking
C11692,41,Female,Delhi,1622,Standard,Android,UPI
C11693,31,Male,Ahmedabad,750,Standard,iOS,Net Banking
C11694,18,Other,Kolkata,1887,Standard,iOS,UPI
C11695,18,Male,Chennai,1475,Basic,Android,Net Banking
C11696,21,Female,Delhi,1237,Basic,Android,UPI
C11697,20,Male,Jaipur,2180,Standard,iOS,Card
C11698,18,Female,Indore,1720,Basic,Web,UPI
C11699,21,Female,Ahmedabad,669,Premium,Android,Wallet
C11700,23,Male,Noida,171,Standard,iOS,Card
C11701,27,Female,Chandigarh,616,Basic,Web,Card
C11702,46,Female,Bengaluru,413,Standard,Android,UPI
C11703,29,Male,Kolkata,425,Standard,Android,Card
C11704,29,Male,Hyderabad,1164,Basic,Android,UPI
C11705,36,Male,Chandigarh,2165,Standard,Android,UPI
C11706,29,Female,Mumbai,1438,Basic,Android,UPI
C11707,35,Male,Hyderabad,956,Basic,iOS,UPI
C11708,34,Female,Kanpur,568,Basic,Web,Net Banking
C11709,32,Male,Bengaluru,1730,Standard,iOS,UPI
C11710,56,Female,Jaipur,1220,Standard,Web,Net Banking
C11711,39,Female,Hyderabad,136,Standard,Web,UPI
C11712,21,Male,Indore,1041,Standard,iOS,UPI
C11713,34,Female,Kanpur,421,Basic,Web,Card
C11714,24,Male,Bengaluru,1110,Standard,Web,Wallet
C11715,35,Female,Jaipur,167,Standard,Android,UPI
C11716,19,Female,Bengaluru,493,Standard,Web,Card
C11717,21,Female,Pune,1799,Standard,Web,Card
C11718,34,Female,Kolkata,396,Basic,Android,Net Banking
C11719,40,Female,Lucknow,261,Standard,iOS,Net Banking
C11720,36,Female,Mumbai,509,Standard,Android,UPI
C11721,39,Female,Delhi,2033,Premium,Android,Net Banking
C11722,34,Male,Ahmedabad,2087,Standard,iOS,Wallet
C11723,33,Male,Pune,1470,Standard,Android,UPI
C11724,26,Female,Chennai,1723,Basic,iOS,Card
C11725,38,Female,Mumbai,2003,Basic,Android,UPI
C11726,40,Female,Bengaluru,672,Basic,Android,UPI
C11727,30,Female,Kanpur,917,Basic,iOS,UPI
C11728,30,Male,Mumbai,90,Basic,Web,UPI
C11729,45,Female,Hyderabad,1170,Standard,Android,Card
C11730,31,Male,Gurugram,2039,Basic,Android,Net Banking
C11731,32,Male,Mumbai,89,Basic,Android,UPI
C11732,35,Female,Ahmedabad,1573,Standard,Android,UPI
C11733,30,Female,Bengaluru,1041,Standard,Android,UPI
C11734,24,Female,Kanpur,2124,Basic,Android,Card
C11735,34,Female,Ahmedabad,1311,Premium,iOS,UPI
C11736,31,Male,Kanpur,909,Premium,Android,Card
C11737,48,Female,Delhi,248,Premium,iOS,UPI
C11738,38,Female,Chennai,1247,Standard,Android,Card
C11739,26,Female,Jaipur,2159,Standard,Web,Card
C11740,38,Male,Delhi,57,Basic,Android,Net Banking
C11741,34,Female,Delhi,39,Standard,Android,Card
C11742,43,Male,Mumbai,1962,Basic,Android,Net Banking
C11743,26,Female,Indore,610,Basic,Android,UPI
C11744,33,Female,Ahmedabad,1348,Premium,Web,Card
C11745,30,Male,Kolkata,1365,Standard,Android,UPI
C11746,32,Male,Ahmedabad,1071,Basic,Android,Wallet
C11747,23,Female,Chennai,1109,Basic,iOS,UPI
C11748,36,Male,Chennai,1522,Standard,Android,Card
C11749,35,Female,Hyderabad,549,Standard,iOS,Net Banking
C11750,43,Female,Kolkata,419,Premium,Android,UPI
C11751,31,Female,Delhi,2171,Basic,Web,UPI
C11752,27,Male,Kanpur,48,Basic,Web,UPI
C11753,38,Male,Jaipur,439,Basic,Android,UPI
C11754,24,Male,Bengaluru,1612,Standard,Android,Card
C11755,41,Male,Pune,1263,Standard,iOS,UPI
C11756,41,Male,Delhi,729,Standard,iOS,UPI
C11757,42,Male,Indore,281,Standard,iOS,UPI
C11758,34,Female,Noida,826,Basic,Android,UPI
C11759,27,Male,Noida,151,Basic,Android,UPI
C11760,32,Male,Bengaluru,1231,Basic,iOS,Card
C11761,34,Female,Delhi,1088,Standard,Android,UPI
C11762,26,Female,Delhi,2025,Standard,Android,Net Banking
C11763,43,Male,Mumbai,1776,Premium,Android,UPI
C11764,36,Female,Mumbai,1049,Basic,Android,UPI
C11765,23,Female,Mumbai,1182,Premium,iOS,UPI
C11766,48,Male,Chandigarh,1525,Basic,Android,UPI
C11767,32,Male,Mumbai,667,Basic,Android,Wallet
C11768,21,Female,Mumbai,1334,Basic,Web,Card
C11769,24,Female,Lucknow,66,Basic,Android,UPI
C11770,44,Male,Pune,2067,Basic,iOS,Wallet
C11771,47,Male,Jaipur,2070,Basic,Web,Card
C11772,40,Male,Pune,1960,Standard,iOS,Card
C11773,43,Female,Kanpur,489,Standard,Android,UPI
C11774,42,Female,Kolkata,1740,Standard,Android,UPI
C11775,36,Female,Chennai,1276,Standard,Android,UPI
C11776,34,Male,Ahmedabad,2163,Standard,Android,UPI
C11777,36,Male,Hyderabad,63,Premium,Android,Wallet
C11778,38,Male,Bengaluru,892,Basic,Android,UPI
C11779,24,Female,Hyderabad,240,Premium,Android,UPI
C11780,38,Male,Delhi,2082,Basic,Android,Card
C11781,44,Female,Jaipur,399,Standard,Android,Card
C11782,29,Female,Bengaluru,114,Standard,Android,UPI
C11783,28,Male,Delhi,273,Basic,iOS,UPI
C11784,35,Male,Delhi,2124,Basic,Web,UPI
C11785,25,Male,Lucknow,1181,Standard,iOS,UPI
C11786,19,Female,Bengaluru,263,Standard,Web,Card
C11787,41,Male,Kolkata,891,Premium,Android,UPI
C11788,27,Female,Lucknow,953,Basic,iOS,Net Banking
C11789,31,Female,Mumbai,1768,Basic,Android,UPI
C11790,26,Female,Jaipur,506,Standard,Android,Net Banking
C11791,42,Female,Bengaluru,282,Basic,iOS,Wallet
C11792,39,Male,Delhi,1657,Basic,iOS,Card
C11793,29,Female,Kolkata,965,Basic,Android,Card
C11794,20,Female,Noida,299,Standard,Android,UPI
C11795,28,Female,Bengaluru,959,Basic,iOS,UPI
C11796,36,Male,Pune,954,Basic,Android,Card
C11797,33,Male,Bengaluru,530,Basic,Android,UPI
C11798,32,Male,Chennai,465,Standard,Android,Card
C11799,33,Female,Pune,238,Basic,Android,UPI
C11800,38,Female,Pune,1853,Standard,Android,UPI
C11801,31,Female,Pune,53,Premium,Android,UPI
C11802,35,Male,Mumbai,1132,Basic,Android,Wallet
C11803,22,Female,Kolkata,70,Basic,iOS,Card
C11804,54,Male,Kolkata,1774,Basic,iOS,Card
C11805,28,Male,Kolkata,895,Premium,Android,Card
C11806,33,Male,Mumbai,2159,Standard,Android,Net Banking
C11807,36,Male,Hyderabad,147,Standard,Web,UPI
C11808,27,Female,Hyderabad,750,Premium,Web,Wallet
C11809,31,Female,Mumbai,886,Premium,Web,UPI
C11810,31,Female,Delhi,179,Premium,iOS,Card
C11811,23,Female,Hyderabad,979,Basic,Web,Net Banking
C11812,35,Male,Ahmedabad,1026,Standard,Android,Net Banking
C11813,18,Male,Delhi,996,Premium,Android,UPI
C11814,47,Male,Lucknow,1187,Standard,Android,UPI
C11815,38,Male,Chennai,445,Standard,Android,UPI
C11816,37,Female,Ahmedabad,548,Premium,Android,UPI
C11817,18,Female,Hyderabad,1112,Standard,iOS,Card
C11818,24,Female,Chennai,1427,Standard,Android,Card
C11819,44,Female,Pune,881,Standard,Android,UPI
C11820,68,Male,Noida,1021,Basic,Web,UPI
C11821,42,Male,Chennai,2177,Basic,iOS,Card
C11822,40,Male,Chennai,1431,Standard,Android,UPI
C11823,36,Male,Pune,128,Premium,Android,UPI
C11824,23,Male,Ahmedabad,812,Premium,Android,Card
C11825,40,Male,Mumbai,146,Basic,Android,UPI
C11826,21,Other,Chennai,1929,Standard,Android,Net Banking
C11827,20,Male,Chennai,1819,Basic,iOS,Card
C11828,20,Male,Noida,1040,Standard,Web,UPI
C11829,40,Female,Chennai,607,Premium,Android,UPI
C11830,30,Male,Hyderabad,1590,Premium,Android,UPI
C11831,32,Female,Indore,428,Standard,Android,Net Banking
C11832,31,Female,Hyderabad,1701,Standard,iOS,UPI
C11833,21,Male,Delhi,1927,Basic,Android,Card
C11834,25,Female,Delhi,420,Standard,iOS,Card
C11835,25,Female,Mumbai,1186,Basic,Android,UPI
C11836,18,Female,Mumbai,365,Basic,Android,UPI
C11837,26,Male,Hyderabad,1366,Standard,iOS,UPI
C11838,21,Male,Jaipur,1494,Basic,Android,Net Banking
C11839,36,Male,Ahmedabad,47,Standard,iOS,Wallet
C11840,37,Male,Mumbai,2080,Standard,Android,Wallet
C11841,19,Female,Pune,595,Basic,iOS,UPI
C11842,28,Male,Delhi,1035,Basic,Web,Card
C11843,48,Male,Gurugram,592,Basic,Android,Card
C11844,22,Female,Delhi,1994,Basic,Android,Wallet
C11845,35,Male,Pune,1681,Standard,iOS,Card
C11846,32,Male,Bengaluru,2177,Standard,Android,UPI
C11847,41,Female,Kolkata,866,Standard,Android,UPI
C11848,34,Male,Hyderabad,1250,Standard,Android,Net Banking
C11849,27,Female,Ahmedabad,1283,Standard,iOS,Card
C11850,32,Male,Delhi,529,Standard,iOS,UPI
C11851,32,Male,Noida,2052,Standard,Android,Wallet
C11852,30,Female,Chennai,1905,Standard,iOS,Card
C11853,19,Male,Ahmedabad,2166,Basic,iOS,UPI
C11854,42,Male,Lucknow,1022,Basic,Android,UPI
C11855,41,Female,Chandigarh,306,Basic,Android,UPI
C11856,22,Male,Delhi,374,Standard,Android,Card
C11857,28,Male,Bengaluru,1236,Standard,Web,Card
C11858,29,Male,Delhi,1806,Premium,Android,Wallet
C11859,21,Male,Bengaluru,1547,Basic,Android,UPI
C11860,18,Female,Pune,1619,Basic,Android,UPI
C11861,25,Female,Chandigarh,1727,Basic,Android,UPI
C11862,28,Male,Chandigarh,1858,Standard,Android,UPI
C11863,18,Female,Chennai,2026,Standard,Android,Card
C11864,33,Female,Kolkata,817,Standard,Android,Card
C11865,41,Male,Lucknow,1610,Standard,Android,Wallet
C11866,39,Male,Gurugram,634,Basic,iOS,Card
C11867,30,Male,Delhi,1527,Standard,iOS,UPI
C11868,18,Male,Chennai,150,Standard,iOS,UPI
C11869,37,Male,Lucknow,147,Standard,Android,Card
C11870,32,Male,Bengaluru,463,Basic,Web,Card
C11871,35,Female,Hyderabad,1212,Standard,Android,UPI
C11872,48,Male,Chandigarh,2005,Standard,iOS,Net Banking
C11873,24,Female,Chandigarh,1329,Premium,iOS,Wallet
C11874,18,Female,Noida,1248,Basic,Android,Card
C11875,22,Female,Jaipur,1541,Premium,Android,UPI
C11876,35,Male,Bengaluru,1953,Premium,iOS,UPI
C11877,31,Male,Bengaluru,1295,Basic,iOS,Card
C11878,20,Male,Chennai,1631,Standard,Web,UPI
C11879,18,Female,Pune,918,Basic,iOS,UPI
C11880,28,Female,Chennai,2189,Basic,Web,Card
C11881,20,Female,Kolkata,1087,Standard,iOS,UPI
C11882,36,Female,Hyderabad,1967,Basic,Android,UPI
C11883,27,Female,Ahmedabad,2129,Basic,Web,UPI
C11884,25,Male,Bengaluru,1945,Standard,iOS,UPI
C11885,24,Female,Bengaluru,744,Premium,Android,UPI
C11886,33,Male,Mumbai,840,Basic,iOS,Net Banking
C11887,31,Female,Delhi,1732,Basic,Android,UPI
C11888,33,Male,Lucknow,2045,Basic,Web,UPI
C11889,33,Male,Hyderabad,1348,Basic,iOS,UPI
C11890,30,Male,Delhi,1716,Premium,Android,UPI
C11891,22,Female,Ahmedabad,993,Standard,Web,UPI
C11892,24,Male,Chennai,1889,Standard,Android,UPI
C11893,27,Female,Mumbai,929,Basic,Android,Net Banking
C11894,50,Male,Bengaluru,1379,Premium,Android,Wallet
C11895,19,Female,Delhi,1195,Standard,Android,UPI
C11896,27,Male,Kolkata,1844,Premium,Android,UPI
C11897,32,Male,Bengaluru,1765,Standard,iOS,Card
C11898,28,Male,Mumbai,1851,Premium,Android,Card
C11899,41,Male,Mumbai,295,Standard,Web,UPI
C11900,28,Female,Pune,562,Premium,Android,Net Banking
